Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Average_Price_per_ProductType,Product_Supermarket_Sales
FDM56,CHUKWUDI018,FDM56_CHUKWUDI018,16.7,Low Fat,0.0,Fruits and Vegetables,272.98,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,1364.89
NCI18,CHUKWUDI049,NCI18_CHUKWUDI049,18.35,Low Fat,0.014045832,Household,556.94,2006,Medium,Cluster 1,Supermarket Type1,399.9994179894175,3926.56
FDI22,CHUKWUDI017,FDI22_CHUKWUDI017,12.6,Low Fat,0.096756649,Snack Foods,521.9,2014,,Cluster 2,Supermarket Type1,395.3521899736158,13066.33
FDT51,CHUKWUDI013,FDT51_CHUKWUDI013,11.65,Normal Fat,0.010909704,Meat,277.14,1994,High,Cluster 3,Supermarket Type1,390.9528030303029,4194.54
FDR12,CHUKWUDI017,FDR12_CHUKWUDI017,12.6,Normal Fat,0.031713126,Baking Goods,431.44,2014,,Cluster 2,Supermarket Type1,364.91892441860455,2576.65
FDY33,CHUKWUDI045,FDY33_CHUKWUDI045,14.5,Normal Fat,0.097398254,Snack Foods,393.57,2009,,Cluster 2,Supermarket Type1,395.3521899736158,9945.39
FDD40,CHUKWUDI035,FDD40_CHUKWUDI035,20.25,Normal Fat,0.014790558999999998,Dairy,484.04,2011,Small,Cluster 2,Supermarket Type1,409.5043428571421,9620.81
FDI50,CHUKWUDI045,FDI50_CHUKWUDI045,8.42,Normal Fat,0.030905215,Canned,569.09,2009,,Cluster 2,Supermarket Type1,391.7176329787233,6871.06
NCH29,CHUKWUDI013,NCH29_CHUKWUDI013,5.51,Low Fat,0.034445116,Health and Hygiene,239.68,1994,High,Cluster 3,Supermarket Type1,367.1430293159605,5382.99
FDE46,CHUKWUDI017,FDE46_CHUKWUDI017,18.6,Low Fat,0.015858893,Snack Foods,382.34,2014,,Cluster 2,Supermarket Type1,395.3521899736158,1133.52
FDQ34,CHUKWUDI018,FDQ34_CHUKWUDI018,10.85,Low Fat,0.162903525,Snack Foods,262.41,2016,Medium,Cluster 3,Supermarket Type2,395.3521899736158,3705.18
FDN34,CHUKWUDI027,FDN34_CHUKWUDI027,,Normal Fat,0.045542627999999995,Snack Foods,426.78,1992,Medium,Cluster 3,Supermarket Type3,395.3521899736158,12260.71
FDF57,CHUKWUDI027,FDF57_CHUKWUDI027,,Normal Fat,0.058542509000000006,Fruits and Vegetables,421.61,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,8522.24
NCJ30,CHUKWUDI017,NCJ30_CHUKWUDI017,5.82,Ultra Low fat,0.081096613,Household,425.95,2014,,Cluster 2,Supermarket Type1,399.9994179894175,2546.69
FDC22,CHUKWUDI045,FDC22_CHUKWUDI045,6.89,Normal Fat,0.136705075,Snack Foods,487.21,2009,,Cluster 2,Supermarket Type1,395.3521899736158,11102.22
FDS16,CHUKWUDI035,FDS16_CHUKWUDI035,15.15,Normal Fat,0.066164431,Frozen Foods,368.44,2011,Small,Cluster 2,Supermarket Type1,388.07109409190423,5492.85
FDP40,CHUKWUDI013,FDP40_CHUKWUDI013,4.555,Normal Fat,0.034328578,Frozen Foods,275.39,1994,High,Cluster 3,Supermarket Type1,388.07109409190423,3076.0
FDH24,CHUKWUDI046,FDH24_CHUKWUDI046,20.7,Low Fat,0.021431133999999998,Baking Goods,392.57,2004,Small,Cluster 1,Supermarket Type1,364.91892441860455,5499.51
FDI36,CHUKWUDI018,FDI36_CHUKWUDI018,12.5,Normal Fat,0.062597392,Baking Goods,492.36,2016,Medium,Cluster 3,Supermarket Type2,364.91892441860455,13347.63
FDX26,CHUKWUDI019,FDX26_CHUKWUDI019,,Low Fat,0.153741385,Dairy,456.57,1992,Small,Cluster 1,Grocery Store,409.5043428571421,456.07
NCS54,CHUKWUDI027,NCS54_CHUKWUDI027,,Low Fat,0.00994477,Household,444.59,1992,Medium,Cluster 3,Supermarket Type3,399.9994179894175,16320.42
FDA23,CHUKWUDI049,FDA23_CHUKWUDI049,9.8,Low Fat,0.047260402,Baking Goods,257.0,2006,Medium,Cluster 1,Supermarket Type1,364.91892441860455,4807.08
FDR44,CHUKWUDI046,FDR44_CHUKWUDI046,6.11,Normal Fat,0.102920886,Fruits and Vegetables,326.24,2004,Small,Cluster 1,Supermarket Type1,398.2481124497989,8808.53
FDJ34,CHUKWUDI049,FDJ34_CHUKWUDI049,11.8,Normal Fat,0.093801337,Snack Foods,315.18,2006,Medium,Cluster 1,Supermarket Type1,395.3521899736158,3129.26
DRK39,CHUKWUDI013,DRK39_CHUKWUDI013,7.02,Low Fat,0.049823902,Dairy,205.56,1994,High,Cluster 3,Supermarket Type1,409.5043428571421,6866.06
FDC45,CHUKWUDI018,FDC45_CHUKWUDI018,17.0,Low Fat,0.136286138,Fruits and Vegetables,427.28,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,2994.44
DRI01,CHUKWUDI046,DRI01_CHUKWUDI046,7.97,Low Fat,0.034452949,Soft Drinks,435.11,2004,Small,Cluster 1,Supermarket Type1,386.99823754789264,6466.58
FDE17,CHUKWUDI045,FDE17_CHUKWUDI045,20.1,Normal Fat,0.054565932000000004,Frozen Foods,380.59,2009,,Cluster 2,Supermarket Type1,388.07109409190423,6045.46
FDW47,CHUKWUDI049,FDW47_CHUKWUDI049,15.0,Low Fat,0.046447327999999996,Breads,303.85,2006,Medium,Cluster 1,Supermarket Type1,399.1672262773725,6092.07
FDH60,CHUKWUDI049,FDH60_CHUKWUDI049,19.7,Normal Fat,0.0,Baking Goods,486.03,2006,Medium,Cluster 1,Supermarket Type1,364.91892441860455,12766.72
FDV44,CHUKWUDI035,FDV44_CHUKWUDI035,8.365,Normal Fat,0.039836895,Fruits and Vegetables,479.05,2011,Small,Cluster 2,Supermarket Type1,398.2481124497989,5236.52
FDL39,CHUKWUDI035,FDL39_CHUKWUDI035,16.1,Normal Fat,0.06331937900000001,Dairy,452.33,2011,Small,Cluster 2,Supermarket Type1,409.5043428571421,4961.87
NCA18,CHUKWUDI013,NCA18_CHUKWUDI013,10.1,Low Fat,0.056030907000000005,Household,287.87,1994,High,Cluster 3,Supermarket Type1,399.9994179894175,4344.35
NCR54,CHUKWUDI035,NCR54_CHUKWUDI035,16.35,Low Fat,0.0,Household,495.53,2011,Small,Cluster 2,Supermarket Type1,399.9994179894175,7365.41
FDF08,CHUKWUDI013,FDF08_CHUKWUDI013,14.3,Normal Fat,0.065153295,Fruits and Vegetables,221.21,1994,High,Cluster 3,Supermarket Type1,398.2481124497989,3515.42
FDX39,CHUKWUDI027,FDX39_CHUKWUDI027,,Normal Fat,0.049435598,Meat,524.4,1992,Medium,Cluster 3,Supermarket Type3,390.9528030303029,13718.81
FDB44,CHUKWUDI027,FDB44_CHUKWUDI027,,Low Fat,0.016876708,Fruits and Vegetables,525.15,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,17412.33
FDJ57,CHUKWUDI035,FDJ57_CHUKWUDI035,7.42,Normal Fat,0.021569566000000002,Seafood,462.15,2011,Small,Cluster 2,Supermarket Type1,401.9480487804876,11609.89
NCN05,CHUKWUDI046,NCN05_CHUKWUDI046,8.235,Low Fat,0.014459672,Health and Hygiene,454.74,2004,Small,Cluster 1,Supermarket Type1,367.1430293159605,1830.95
FDS16,CHUKWUDI013,FDS16_CHUKWUDI013,15.15,Normal Fat,0.066121873,Frozen Foods,364.19,1994,High,Cluster 3,Supermarket Type1,388.07109409190423,9154.75
FDQ14,CHUKWUDI019,FDQ14_CHUKWUDI019,,Low Fat,0.10818157,Dairy,374.01,1992,Small,Cluster 1,Grocery Store,409.5043428571421,1123.54
FDG02,CHUKWUDI027,FDG02_CHUKWUDI027,,Low Fat,0.011206632,Canned,478.55,1992,Medium,Cluster 3,Supermarket Type3,391.7176329787233,9996.99
FDN12,CHUKWUDI013,FDN12_CHUKWUDI013,15.6,Low Fat,0.08103643599999999,Baking Goods,280.89,1994,High,Cluster 3,Supermarket Type1,364.91892441860455,6431.63
FDD03,CHUKWUDI035,FDD03_CHUKWUDI035,13.3,Low Fat,0.07979117599999999,Dairy,581.83,2011,Small,Cluster 2,Supermarket Type1,409.5043428571421,6990.9
FDT58,CHUKWUDI049,FDT58_CHUKWUDI049,9.0,Low Fat,0.086088353,Snack Foods,421.95,2006,Medium,Cluster 1,Supermarket Type1,395.3521899736158,8389.08
NCL29,CHUKWUDI049,NCL29_CHUKWUDI049,9.695,Low Fat,0.11411658,Health and Hygiene,397.15,2006,Medium,Cluster 1,Supermarket Type1,367.1430293159605,11092.23
FDR46,CHUKWUDI019,FDR46_CHUKWUDI019,,Low Fat,0.244102315,Snack Foods,370.19,1992,Small,Cluster 1,Grocery Store,395.3521899736158,366.19
FDX36,CHUKWUDI019,FDX36_CHUKWUDI019,,Normal Fat,0.22460739899999999,Baking Goods,557.85,1992,Small,Cluster 1,Grocery Store,364.91892441860455,1125.2
FDC05,CHUKWUDI049,FDC05_CHUKWUDI049,13.1,Normal Fat,0.098938169,Frozen Foods,489.44,2006,Medium,Cluster 1,Supermarket Type1,388.07109409190423,10346.53
FDD04,CHUKWUDI046,FDD04_CHUKWUDI046,16.0,Low Fat,0.089971292,Dairy,358.04,2004,Small,Cluster 1,Supermarket Type1,409.5043428571421,4254.46
FDX55,CHUKWUDI017,FDX55_CHUKWUDI017,15.1,Low Fat,0.055518167,Fruits and Vegetables,543.29,2014,,Cluster 2,Supermarket Type1,398.2481124497989,3265.75
FDO08,CHUKWUDI018,FDO08_CHUKWUDI018,11.1,Normal Fat,0.0,Fruits and Vegetables,413.88,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,4933.58
FDY49,CHUKWUDI035,FDY49_CHUKWUDI035,17.2,Normal Fat,0.0120098,Canned,407.8,2011,Small,Cluster 2,Supermarket Type1,391.7176329787233,7017.53
FDQ03,CHUKWUDI035,FDQ03_CHUKWUDI035,15.0,Normal Fat,0.077999504,Meat,595.06,2011,Small,Cluster 2,Supermarket Type1,390.9528030303029,4740.5
FDY51,CHUKWUDI049,FDY51_CHUKWUDI049,12.5,Low Fat,0.081260969,Meat,554.45,2006,Medium,Cluster 1,Supermarket Type1,390.9528030303029,7713.29
FDX52,CHUKWUDI019,FDX52_CHUKWUDI019,,Normal Fat,0.073541072,Frozen Foods,480.71,1992,Small,Cluster 1,Grocery Store,388.07109409190423,965.41
FDY37,CHUKWUDI027,FDY37_CHUKWUDI027,,Normal Fat,0.026440214,Canned,359.12,1992,Medium,Cluster 3,Supermarket Type3,391.7176329787233,7157.35
NCR53,CHUKWUDI027,NCR53_CHUKWUDI027,,Low Fat,0.144338493,Health and Hygiene,561.1,1992,Medium,Cluster 3,Supermarket Type3,367.1430293159605,17440.63
FDM27,CHUKWUDI013,FDM27_CHUKWUDI013,12.35,Normal Fat,0.158337479,Meat,394.99,1994,High,Cluster 3,Supermarket Type1,390.9528030303029,8284.22
FDC08,CHUKWUDI017,FDC08_CHUKWUDI017,19.0,Normal Fat,0.10403514800000001,Fruits and Vegetables,569.43,2014,,Cluster 2,Supermarket Type1,398.2481124497989,13016.39
FDV46,CHUKWUDI018,FDV46_CHUKWUDI018,18.2,Low Fat,0.012659235,Snack Foods,351.8,2016,Medium,Cluster 3,Supermarket Type2,395.3521899736158,6641.36
FDH41,CHUKWUDI045,FDH41_CHUKWUDI045,9.0,Low Fat,0.082177842,Frozen Foods,535.38,2009,,Cluster 2,Supermarket Type1,388.07109409190423,4301.07
NCP06,CHUKWUDI027,NCP06_CHUKWUDI027,,Low Fat,0.039055756000000004,Household,380.84,1992,Medium,Cluster 3,Supermarket Type3,399.9994179894175,5289.78
FDF41,CHUKWUDI027,FDF41_CHUKWUDI027,,Low Fat,0.130544568,Frozen Foods,620.12,1992,Medium,Cluster 3,Supermarket Type3,388.07109409190423,19707.68
FDG33,CHUKWUDI027,FDG33_CHUKWUDI027,,Normal Fat,0.13956116,Seafood,426.19,1992,Medium,Cluster 3,Supermarket Type3,401.9480487804876,8588.82
FDA32,CHUKWUDI045,FDA32_CHUKWUDI045,14.0,Low Fat,0.030155223999999998,Fruits and Vegetables,536.8,2009,,Cluster 2,Supermarket Type1,398.2481124497989,7550.17
FDL32,CHUKWUDI010,FDL32_CHUKWUDI010,15.7,Normal Fat,0.204984538,Fruits and Vegetables,277.64,2005,,Cluster 3,Grocery Store,398.2481124497989,559.27
FDT03,CHUKWUDI018,FDT03_CHUKWUDI018,21.25,Low Fat,0.010039493,Meat,454.4,2016,Medium,Cluster 3,Supermarket Type2,390.9528030303029,2756.41
NCQ05,CHUKWUDI013,NCQ05_CHUKWUDI013,11.395,Ultra Low fat,0.0,Health and Hygiene,379.18,1994,High,Cluster 3,Supermarket Type1,367.1430293159605,8652.07
FDM22,CHUKWUDI013,FDM22_CHUKWUDI013,14.0,Normal Fat,0.04192285,Snack Foods,136.91,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,3329.0
FDU60,CHUKWUDI045,FDU60_CHUKWUDI045,20.0,Normal Fat,0.060022526,Baking Goods,421.78,2009,,Cluster 2,Supermarket Type1,364.91892441860455,16065.75
FDY22,CHUKWUDI017,FDY22_CHUKWUDI017,16.5,Normal Fat,0.16062411599999998,Snack Foods,359.53,2014,,Cluster 2,Supermarket Type1,395.3521899736158,6471.58
FDR37,CHUKWUDI027,FDR37_CHUKWUDI027,,Normal Fat,0.065928735,Breakfast,457.57,1992,Medium,Cluster 3,Supermarket Type3,395.34833333333324,20523.29
FDP37,CHUKWUDI017,FDP37_CHUKWUDI017,15.6,Low Fat,0.143915417,Breakfast,319.0,2014,,Cluster 2,Supermarket Type1,395.34833333333324,6103.72
NCU42,CHUKWUDI049,NCU42_CHUKWUDI049,9.0,Low Fat,0.019536981000000002,Household,425.12,2006,Medium,Cluster 1,Supermarket Type1,399.9994179894175,10527.96
FDK09,CHUKWUDI035,FDK09_CHUKWUDI035,15.2,Low Fat,0.09174595099999999,Snack Foods,572.59,2011,Small,Cluster 2,Supermarket Type1,395.3521899736158,5725.88
NCK54,CHUKWUDI049,NCK54_CHUKWUDI049,12.15,Low Fat,0.029569276000000002,Household,287.54,2006,Medium,Cluster 1,Supermarket Type1,399.9994179894175,7282.19
FDV55,CHUKWUDI027,FDV55_CHUKWUDI027,,Low Fat,0.054806734,Fruits and Vegetables,362.86,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,9797.25
FDF22,CHUKWUDI045,FDF22_CHUKWUDI045,6.865,Low Fat,0.056945935999999996,Snack Foods,536.55,2009,,Cluster 2,Supermarket Type1,395.3521899736158,4808.74
DRL01,CHUKWUDI027,DRL01_CHUKWUDI027,,Normal Fat,0.076798609,Soft Drinks,579.74,1992,Medium,Cluster 3,Supermarket Type3,386.99823754789264,21032.62
FDY28,CHUKWUDI019,FDY28_CHUKWUDI019,,Normal Fat,0.26639671,Frozen Foods,539.05,1992,Small,Cluster 1,Grocery Store,388.07109409190423,1602.91
NCB06,CHUKWUDI010,NCB06_CHUKWUDI010,17.6,Low Fat,0.137807013,Health and Hygiene,404.48,2005,,Cluster 3,Grocery Store,367.1430293159605,399.48
NCJ17,CHUKWUDI010,NCJ17_CHUKWUDI010,7.68,Low Fat,0.255348289,Health and Hygiene,211.06,2005,,Cluster 3,Grocery Store,367.1430293159605,426.11
DRI47,CHUKWUDI049,DRI47_CHUKWUDI049,14.7,Low Fat,0.020952705,Hard Drinks,358.78,2006,Medium,Cluster 1,Supermarket Type1,376.59880597014916,6112.04
FDL24,CHUKWUDI018,FDL24_CHUKWUDI018,10.3,Normal Fat,0.024998007000000003,Baking Goods,436.11,2016,Medium,Cluster 3,Supermarket Type2,364.91892441860455,8622.11
DRG25,CHUKWUDI035,DRG25_CHUKWUDI035,10.5,Low Fat,0.019046089,Soft Drinks,471.06,2011,Small,Cluster 2,Supermarket Type1,386.99823754789264,5592.72
FDB60,CHUKWUDI035,FDB60_CHUKWUDI035,9.3,Low Fat,0.028516696,Baking Goods,486.53,2011,Small,Cluster 2,Supermarket Type1,364.91892441860455,7776.54
FDQ21,CHUKWUDI017,FDQ21_CHUKWUDI017,21.25,Low Fat,0.019533098,Snack Foods,301.19,2014,,Cluster 2,Supermarket Type1,395.3521899736158,4847.02
FDW31,CHUKWUDI027,FDW31_CHUKWUDI027,,Normal Fat,0.042949109000000006,Fruits and Vegetables,498.94,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,9953.71
FDV24,CHUKWUDI018,FDV24_CHUKWUDI018,5.635,Low Fat,0.10369302400000001,Baking Goods,374.76,2016,Medium,Cluster 3,Supermarket Type2,364.91892441860455,6366.71
FDS02,CHUKWUDI049,FDS02_CHUKWUDI049,10.195,Normal Fat,0.146094132,Dairy,490.45,2006,Medium,Cluster 1,Supermarket Type1,409.5043428571421,7315.48
FDG32,CHUKWUDI027,FDG32_CHUKWUDI027,,Low Fat,0.17514326,Fruits and Vegetables,555.94,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,23905.55
FDY10,CHUKWUDI017,FDY10_CHUKWUDI017,17.6,Low Fat,0.049345425,Snack Foods,288.54,2014,,Cluster 2,Supermarket Type1,395.3521899736158,2862.94
FDH14,CHUKWUDI013,FDH14_CHUKWUDI013,17.1,Normal Fat,0.046769599999999995,Canned,352.96,1994,High,Cluster 3,Supermarket Type1,391.7176329787233,5619.35
FDC17,CHUKWUDI018,FDC17_CHUKWUDI018,12.15,Low Fat,0.015523707,Frozen Foods,530.23,2016,Medium,Cluster 3,Supermarket Type2,388.07109409190423,6837.77
FDT12,CHUKWUDI045,FDT12_CHUKWUDI045,6.215,Normal Fat,0.049722335,Baking Goods,561.27,2009,,Cluster 2,Supermarket Type1,364.91892441860455,11285.31
FDW58,CHUKWUDI013,FDW58_CHUKWUDI013,20.75,Low Fat,0.007546808,Snack Foods,260.41,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,4234.49
FDT08,CHUKWUDI049,FDT08_CHUKWUDI049,13.65,Low Fat,0.04929502,Fruits and Vegetables,376.26,2006,Medium,Cluster 1,Supermarket Type1,398.2481124497989,6741.23
NCM54,CHUKWUDI018,NCM54_CHUKWUDI018,17.7,Ultra Low fat,0.051146565,Household,318.42,2016,Medium,Cluster 3,Supermarket Type2,399.9994179894175,8265.91
FDV04,CHUKWUDI027,FDV04_CHUKWUDI027,,Normal Fat,0.149288779,Frozen Foods,396.07,1992,Medium,Cluster 3,Supermarket Type3,388.07109409190423,7463.62
NCP17,CHUKWUDI010,NCP17_CHUKWUDI010,19.35,Low Fat,0.0,Health and Hygiene,163.29,2005,,Cluster 3,Grocery Store,367.1430293159605,479.38
FDI16,CHUKWUDI013,FDI16_CHUKWUDI013,14.0,Normal Fat,0.135662712,Frozen Foods,130.16,1994,High,Cluster 3,Supermarket Type1,388.07109409190423,2130.56
FDT34,CHUKWUDI010,FDT34_CHUKWUDI010,9.3,Ultra Low fat,0.29182661600000004,Snack Foods,267.99,2005,,Cluster 3,Grocery Store,395.3521899736158,1051.96
NCQ50,CHUKWUDI017,NCQ50_CHUKWUDI017,18.75,Low Fat,0.034501405,Household,529.3,2014,,Cluster 2,Supermarket Type1,399.9994179894175,14426.22
NCP05,CHUKWUDI046,NCP05_CHUKWUDI046,19.6,Low Fat,0.025286582999999998,Health and Hygiene,379.51,2004,Small,Cluster 1,Supermarket Type1,367.1430293159605,3415.55
FDD09,CHUKWUDI046,FDD09_CHUKWUDI046,13.5,Low Fat,0.021496402999999997,Fruits and Vegetables,451.49,2004,Small,Cluster 1,Supermarket Type1,398.2481124497989,7696.65
FDV51,CHUKWUDI010,FDV51_CHUKWUDI010,16.35,Low Fat,0.054463442,Meat,409.71,2005,,Cluster 3,Grocery Store,390.9528030303029,414.46
NCM53,CHUKWUDI018,NCM53_CHUKWUDI018,18.75,Low Fat,0.052252908,Health and Hygiene,264.32,2016,Medium,Cluster 3,Supermarket Type2,367.1430293159605,4261.12
FDX13,CHUKWUDI045,FDX13_CHUKWUDI045,7.725,Low Fat,0.047879864,Canned,625.52,2009,,Cluster 2,Supermarket Type1,391.7176329787233,9960.37
NCV42,CHUKWUDI049,NCV42_CHUKWUDI049,6.26,Low Fat,0.031470832000000004,Household,275.56,2006,Medium,Cluster 1,Supermarket Type1,399.9994179894175,3868.3
DRI03,CHUKWUDI049,DRI03_CHUKWUDI049,6.03,Low Fat,0.0,Dairy,437.76,2006,Medium,Cluster 1,Supermarket Type1,409.5043428571421,3984.81
FDR56,CHUKWUDI018,FDR56_CHUKWUDI018,15.5,Normal Fat,0.101176316,Fruits and Vegetables,497.44,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,11824.61
FDF26,CHUKWUDI035,FDF26_CHUKWUDI035,6.825,Normal Fat,0.046625941,Canned,387.5,2011,Small,Cluster 2,Supermarket Type1,391.7176329787233,7689.99
NCP55,CHUKWUDI013,NCP55_CHUKWUDI013,14.65,Low Fat,0.011180713,Others,134.65,1994,High,Cluster 3,Supermarket Type1,388.6077000000003,552.61
FDE46,CHUKWUDI035,FDE46_CHUKWUDI035,18.6,Low Fat,0.015766712,Snack Foods,382.34,2011,Small,Cluster 2,Supermarket Type1,395.3521899736158,4156.26
FDX45,CHUKWUDI013,FDX45_CHUKWUDI013,16.75,Low Fat,0.104768536,Snack Foods,387.91,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,7431.99
FDJ38,CHUKWUDI049,FDJ38_CHUKWUDI049,8.6,Normal Fat,0.040268043999999996,Canned,478.63,2006,Medium,Cluster 1,Supermarket Type1,391.7176329787233,4269.44
FDO51,CHUKWUDI013,FDO51_CHUKWUDI013,6.785,Normal Fat,0.041947547,Meat,103.03,1994,High,Cluster 3,Supermarket Type1,390.9528030303029,2024.03
FDS48,CHUKWUDI035,FDS48_CHUKWUDI035,15.15,Low Fat,0.027774002000000002,Baking Goods,380.93,2011,Small,Cluster 2,Supermarket Type1,364.91892441860455,7899.72
DRD60,CHUKWUDI049,DRD60_CHUKWUDI049,15.7,Low Fat,0.037289996,Soft Drinks,456.91,2006,Medium,Cluster 1,Supermarket Type1,386.99823754789264,8633.76
FDF08,CHUKWUDI010,FDF08_CHUKWUDI010,14.3,Normal Fat,0.109144085,Fruits and Vegetables,220.71,2005,,Cluster 3,Grocery Store,398.2481124497989,439.43
NCO30,CHUKWUDI017,NCO30_CHUKWUDI017,19.5,Low Fat,0.01581384,Household,458.15,2014,,Cluster 2,Supermarket Type1,399.9994179894175,7350.43
FDU44,CHUKWUDI017,FDU44_CHUKWUDI017,12.15,Normal Fat,0.058756205,Fruits and Vegetables,402.64,2014,,Cluster 2,Supermarket Type1,398.2481124497989,8528.9
FDV44,CHUKWUDI045,FDV44_CHUKWUDI045,8.365,Normal Fat,0.039925235,Fruits and Vegetables,473.05,2009,,Cluster 2,Supermarket Type1,398.2481124497989,11425.13
FDV26,CHUKWUDI045,FDV26_CHUKWUDI045,20.25,Normal Fat,0.076314907,Dairy,491.95,2009,,Cluster 2,Supermarket Type1,409.5043428571421,6827.78
FDP25,CHUKWUDI049,FDP25_CHUKWUDI049,15.2,Low Fat,0.021240491,Canned,542.46,2006,Medium,Cluster 1,Supermarket Type1,391.7176329787233,12011.03
FDP08,CHUKWUDI046,FDP08_CHUKWUDI046,20.5,Normal Fat,0.112410046,Fruits and Vegetables,480.62,2004,Small,Cluster 1,Supermarket Type1,398.2481124497989,9687.39
FDW26,CHUKWUDI027,FDW26_CHUKWUDI027,,Normal Fat,0.106538757,Dairy,555.94,1992,Medium,Cluster 3,Supermarket Type3,409.5043428571421,3891.6
DRO35,CHUKWUDI017,DRO35_CHUKWUDI017,13.85,Ultra Low fat,0.034765901,Hard Drinks,285.62,2014,,Cluster 2,Supermarket Type1,376.59880597014916,4633.97
DRN11,CHUKWUDI049,DRN11_CHUKWUDI049,7.85,Low Fat,0.163233667,Hard Drinks,361.61,2006,Medium,Cluster 1,Supermarket Type1,376.59880597014916,6168.64
FDY09,CHUKWUDI017,FDY09_CHUKWUDI017,15.6,Low Fat,0.025342692000000003,Snack Foods,435.76,2014,,Cluster 2,Supermarket Type1,395.3521899736158,4377.64
FDL34,CHUKWUDI045,FDL34_CHUKWUDI045,16.0,Low Fat,0.041028937,Snack Foods,356.62,2009,,Cluster 2,Supermarket Type1,395.3521899736158,4587.36
FDN60,CHUKWUDI045,FDN60_CHUKWUDI045,15.1,Low Fat,0.095351065,Baking Goods,396.65,2009,,Cluster 2,Supermarket Type1,364.91892441860455,6338.42
FDW02,CHUKWUDI019,FDW02_CHUKWUDI019,,Normal Fat,0.066006824,Dairy,315.68,1992,Small,Cluster 1,Grocery Store,409.5043428571421,625.85
FDH19,CHUKWUDI017,FDH19_CHUKWUDI017,19.35,Low Fat,0.033275634,Meat,434.68,2014,,Cluster 2,Supermarket Type1,390.9528030303029,6082.08
NCQ50,CHUKWUDI035,NCQ50_CHUKWUDI035,18.75,Low Fat,0.0,Household,533.3,2011,Small,Cluster 2,Supermarket Type1,399.9994179894175,8548.87
FDO34,CHUKWUDI035,FDO34_CHUKWUDI035,17.7,Low Fat,0.029933275,Snack Foods,422.7,2011,Small,Cluster 2,Supermarket Type1,395.3521899736158,13003.07
FDH16,CHUKWUDI013,FDH16_CHUKWUDI013,10.5,Low Fat,0.052511611,Frozen Foods,226.96,1994,High,Cluster 3,Supermarket Type1,388.07109409190423,3145.91
NCH54,CHUKWUDI018,NCH54_CHUKWUDI018,13.5,Low Fat,0.07296514400000001,Household,401.73,2016,Medium,Cluster 3,Supermarket Type2,399.9994179894175,4793.76
FDE26,CHUKWUDI013,FDE26_CHUKWUDI013,9.3,Low Fat,0.088931701,Canned,358.45,1994,High,Cluster 3,Supermarket Type1,391.7176329787233,7585.13
NCT41,CHUKWUDI035,NCT41_CHUKWUDI035,15.7,Low Fat,0.055979703,Health and Hygiene,379.76,2011,Small,Cluster 2,Supermarket Type1,367.1430293159605,2656.54
FDG09,CHUKWUDI046,FDG09_CHUKWUDI046,20.6,Normal Fat,0.047936284,Fruits and Vegetables,464.39,2004,Small,Cluster 1,Supermarket Type1,398.2481124497989,9857.17
FDD41,CHUKWUDI049,FDD41_CHUKWUDI049,6.765,Normal Fat,0.08739577,Frozen Foods,263.33,2006,Medium,Cluster 1,Supermarket Type1,388.07109409190423,2090.61
FDU57,CHUKWUDI046,FDU57_CHUKWUDI046,8.27,Normal Fat,0.089554186,Snack Foods,377.18,2004,Small,Cluster 1,Supermarket Type1,395.3521899736158,6018.83
FDA52,CHUKWUDI035,FDA52_CHUKWUDI035,16.2,Normal Fat,0.128397995,Frozen Foods,445.84,2011,Small,Cluster 2,Supermarket Type1,388.07109409190423,3528.74
FDB09,CHUKWUDI019,FDB09_CHUKWUDI019,,Low Fat,0.100493148,Fruits and Vegetables,307.76,1992,Small,Cluster 1,Grocery Store,398.2481124497989,311.26
FDW49,CHUKWUDI046,FDW49_CHUKWUDI046,19.5,Low Fat,0.082552214,Canned,449.5,2004,Small,Cluster 1,Supermarket Type1,391.7176329787233,1791.0
FDF29,CHUKWUDI049,FDF29_CHUKWUDI049,15.1,Normal Fat,0.019965179,Frozen Foods,326.33,2006,Medium,Cluster 1,Supermarket Type1,388.07109409190423,2272.04
FDB23,CHUKWUDI019,FDB23_CHUKWUDI019,,Normal Fat,0.00978492,Starchy Foods,564.77,1992,Small,Cluster 1,Grocery Store,421.2993827160495,1128.53
DRJ11,CHUKWUDI018,DRJ11_CHUKWUDI018,9.5,Low Fat,0.085437778,Hard Drinks,471.22,2016,Medium,Cluster 3,Supermarket Type2,376.59880597014916,8981.64
